heldwo01,3/25/1932,Sacramento CA,USA,,,,Woodie,Held,180,71,R,R,9/5/1954,9/28/1969
korchst01,8/11/1932,McClellandtown PA,USA,,,,Steve,Korcheck,205,73,R,R,9/6/1954,9/27/1959
laryal01,9/26/1928,Northport AL,USA,7/10/2001,Northport AL,USA,Al,Lary,185,75,R,R,9/6/1954,9/15/1962
paulaca01,11/28/1927,Havana ,Cuba,4/25/1983,Miami FL,USA,Carlos,Paula,195,75,R,R,9/6/1954,6/23/1956
rodiner01,2/5/1930,Orange NJ,USA,1/4/1991,Somerville NJ,USA,Eric,Rodin,215,74,R,R,9/7/1954,9/24/1954
lennobo01,9/15/1928,Brooklyn NY,USA,6/14/2005,Dix Hills NY,USA,Bob,Lennon,200,72,L,L,9/9/1954,5/11/1957
durhajo02,7/31/1931,Newport News VA,USA,,,,Joe,Durham,186,73,R,R,9/10/1954,5/6/1959
fanniji01,9/14/1927,Chicago IL,USA,,,,Jim,Fanning,180,71,R,R,9/11/1954,9/29/1957
rosscl01,8/3/1928,Philadelphia PA,USA,4/12/1999,Philadelphia PA,USA,Cliff,Ross,195,76,L,L,9/11/1954,9/20/1954
laryfr01,4/10/1930,Northport AL,USA,,,,Frank,Lary,180,71,R,R,9/14/1954,9/21/1965
berbelo01,11/20/1929,Long Beach CA,USA,4/6/2004,Las Vegas NV,USA,Lou,Berberet,212,71,L,R,9/17/1954,9/25/1960
bullage01,10/24/1928,Lynn MA,USA,12/23/2002,Lynn MA,USA,George,Bullard,165,,R,R,9/17/1954,9/25/1954
mortogu02,11/4/1930,Tuscaloosa AL,USA,,,,Guy,Morton,200,74,R,R,9/17/1954,9/17/1954
spoonka01,6/23/1931,Oriskany Falls NY,USA,4/10/1984,Vero Beach FL,USA,Karl,Spooner,185,72,R,L,9/22/1954,9/17/1955
durenry01,2/22/1929,Cazenovia WI,USA,,,,Ryne,Duren,195,73,R,R,9/25/1954,8/18/1965
streuwa01,9/26/1935,Memphis TN,USA,,,,Walt,Streuli,195,74,R,R,9/25/1954,5/1/1956
alexabo01,8/7/1922,Vancouver BC,CAN,4/7/1993,Oceanside CA,USA,Bob,Alexander,205,,R,R,4/11/1955,9/22/1957
ferrado01,6/19/1929,Oakland CA,USA,,,,Don,Ferrarese,170,69,R,L,4/11/1955,9/22/1962
gorbogl01,7/8/1930,Drumheller AB,CAN,6/12/1990,Calgary AB,CAN,Glen,Gorbous,175,74,L,R,4/11/1955,5/5/1957
klinebo02,1/27/1929,St. Petersburg FL,USA,,,,Bobby,Kline,179,72,R,R,4/11/1955,9/25/1955
leppedo01,11/20/1930,Memphis TN,USA,,,,Don,Leppert,175,68,L,R,4/11/1955,9/25/1955
minarru01,3/25/1930,North Vandergrift PA,USA,,,,Rudy,Minarcin,195,72,R,R,4/11/1955,9/27/1957
oraveer01,1/24/1932,Johnstown PA,USA,12/3/2006,Tampa FL,USA,Ernie,Oravetz,145,64,B,L,4/11/1955,9/30/1956
ramospe01,4/28/1935,Pinar Del Rio ,Cuba,,,,Pedro,Ramos,185,72,B,R,4/11/1955,4/25/1970
smithha08,12/7/1930,West Frankfort IL,USA,,,,Hal,Smith,195,72,R,R,4/11/1955,7/22/1964
wadega01,1/20/1929,Hollister MO,USA,,,,Gale,Wade,185,,L,R,4/11/1955,5/8/1956
boyerke01,5/20/1931,Liberty MO,USA,9/7/1982,St.Louis MO,USA,Ken,Boyer,200,74,R,R,4/12/1955,8/9/1969
fletcva01,8/6/1924,East Bend NC,USA,,,,Van,Fletcher,185,74,R,R,4/12/1955,5/30/1955
malmbha01,7/31/1925,Fairfield AL,USA,10/29/1976,San Francisco CA,USA,Harry,Malmberg,170,73,R,R,4/12/1955,9/11/1955
moforhe01,8/6/1928,Brooksville KY,USA,12/3/2005,Cincinnati OH,USA,Herb,Moford,175,73,R,R,4/12/1955,4/29/1962
schulba01,8/15/1926,Beverly NJ,USA,,,,Barney,Schultz,200,74,R,R,4/12/1955,9/6/1965
tannech01,7/4/1929,New Castle PA,USA,,,,Chuck,Tanner,185,72,L,L,4/12/1955,5/8/1962
virdobi01,6/9/1931,Hazel Park MI,USA,,,,Bill,Virdon,175,72,L,R,4/12/1955,7/31/1968
abernte02,3/6/1933,Stanley NC,USA,12/16/2004,Gastonia NC,USA,Ted,Abernathy,215,76,R,R,4/13/1955,9/30/1972
curribi01,11/29/1928,Leary GA,USA,,,,Bill,Currie,175,72,R,R,4/13/1955,4/30/1955
freesge02,1/8/1934,Wheeling WV,USA,,,,Gene,Freese,175,71,R,R,4/13/1955,9/3/1966
gonzavi01,9/28/1925,Quivican ,Cuba,3/11/1981,Ciudad Del Carmen 4,Mexico,Vince,Gonzales,165,73,L,L,4/13/1955,4/13/1955
mejiaro01,8/9/1930,Abreus ,Cuba,,,,Roman,Mejias,175,72,R,R,4/13/1955,10/4/1964
altobjo01,5/26/1932,Detroit MI,USA,,,,Joe,Altobelli,185,72,L,L,4/14/1955,10/1/1961
howarel01,2/23/1929,St. Louis MO,USA,12/14/1980,New York NY,USA,Elston,Howard,200,74,R,R,4/14/1955,9/29/1968
smithea03,3/14/1928,Sunnyside WA,USA,,,,Earl,Smith,185,72,R,R,4/14/1955,4/29/1955
stephbo01,8/11/1928,Blair OK,USA,,,,Bob,Stephenson,165,72,R,R,4/14/1955,9/18/1955
sturdto01,4/28/1930,Gordon KS,USA,,,,Tom,Sturdivant,186,73,L,R,4/14/1955,6/21/1964
thurmbo01,5/14/1917,Kellyville OK,USA,10/31/1998,Wichita KS,USA,Bob,Thurman,205,73,L,L,4/14/1955,4/21/1959
scorehe01,6/7/1933,Rosedale NY,USA,,,,Herb,Score,185,74,L,L,4/15/1955,5/4/1962
suscege02,9/13/1931,Pittsburgh PA,USA,,,,George,Susce,180,73,R,R,4/15/1955,5/6/1959
amorvi01,8/8/1932,Havana ,Cuba,,,,Vicente,Amor,182,75,R,R,4/16/1955,8/26/1957
andrejo01,1/3/1923,Brockton MA,USA,11/25/1976,Centerville MA,USA,John,Andre,200,76,L,R,4/16/1955,7/16/1955
bowmabo02,5/10/1931,Laytonville CA,USA,,,,Bob,Bowman,195,73,R,R,4/16/1955,9/18/1959
delisju01,2/20/1928,Santiago De Cuba ,Cuba,7/23/2003,Havana ,Cuba,Juan,Delis,170,71,R,R,4/16/1955,9/18/1955
fishema01,2/16/1931,Uniondale IN,USA,,,,Maurice,Fisher,210,77,R,R,4/16/1955,4/16/1955
meyerja01,3/23/1932,Philadelphia PA,USA,3/9/1967,Philadelphia PA,USA,Jack,Meyer,175,73,R,R,4/16/1955,4/30/1961
speakbo01,8/22/1930,Springfield MO,USA,,,,Bob,Speake,178,73,L,L,4/16/1955,6/8/1959
sprinja01,3/11/1933,Spokane WA,USA,,,,Jack,Spring,180,73,R,L,4/16/1955,8/1/1965
westlji01,7/3/1930,Sacramento CA,USA,1/3/2003,Sacramento CA,USA,Jim,Westlake,190,73,L,L,4/16/1955,4/16/1955
clemero01,8/18/1934,Carolina ,P.R.,12/31/1972,,in a plane crash at sea,Roberto,Clemente,175,71,R,R,4/17/1955,10/3/1972
cohenhy01,1/29/1931,Brooklyn NY,USA,,,,Hy,Cohen,220,77,R,R,4/17/1955,6/2/1955
jacksla01,6/2/1931,Nampa ID,USA,8/28/1990,Boise ID,USA,Larry,Jackson,190,74,R,R,4/17/1955,9/27/1968
kingji01,8/27/1932,Elkins AR,USA,,,,Jim,King,185,72,L,R,4/17/1955,9/24/1967
kucksjo01,7/27/1933,Hoboken NJ,USA,,,,Johnny,Kucks,184,75,R,R,4/17/1955,9/25/1960
pyburji01,11/1/1932,Fairfield AL,USA,,,,Jim,Pyburn,190,72,R,R,4/17/1955,6/16/1957
spicebo01,4/11/1925,Richmond VA,USA,,,,Bob,Spicer,173,70,L,R,4/17/1955,9/22/1956
stewabi01,4/15/1928,Bay City MI,USA,,,,Bill,Stewart,200,71,R,R,4/17/1955,9/25/1955
thorpbo02,1/12/1935,San Diego CA,USA,3/17/1960,San Diego CA,USA,Bob,Thorpe,170,73,R,R,4/17/1955,4/20/1955
vargaro01,5/29/1929,Santurce ,P.R.,,,,Roberto,Vargas,170,71,L,L,4/17/1955,9/25/1955
grunwal01,2/13/1930,Los Angeles CA,USA,,,,Al,Grunwald,210,76,L,L,4/18/1955,9/25/1959
lovenly01,11/29/1922,Camden NY,USA,9/29/2000,Beaverton OH,USA,Lynn,Lovenguth,170,,L,R,4/18/1955,9/27/1957
roebued01,7/3/1931,East Millsboro PA,USA,,,,Ed,Roebuck,185,74,R,R,4/18/1955,7/7/1966
owensji01,1/16/1934,Gifford PA,USA,,,,Jim,Owens,190,71,R,R,4/19/1955,6/20/1967
arroylu01,2/18/1927,Penuelas ,P.R.,,,,Luis,Arroyo,190,68,L,L,4/20/1955,5/28/1963
robinhu01,6/25/1930,Colon ,Panama,,,,Humberto,Robinson,155,73,R,R,4/20/1955,7/24/1960
maasdu01,1/31/1929,Utica MI,USA,12/7/1976,Mt.Clemens MI,USA,Duke,Maas,170,70,R,R,4/21/1955,4/23/1961
froatbi01,10/20/1930,New York NY,USA,2/9/1998,Minneapolis MN,USA,Bill,Froats,180,72,L,L,4/22/1955,4/22/1955
hydedi01,8/3/1928,Hindsboro IL,USA,,,,Dick,Hyde,170,71,R,R,4/23/1955,8/4/1961
mackeer01,8/29/1932,Glendon AB,CAN,,,,Eric,Mackenzie,185,72,L,R,4/23/1955,4/23/1955
hamribe01,3/1/1928,Clarksburg WV,USA,8/8/1984,Springboro OH,USA,Bert,Hamric,165,72,L,R,4/24/1955,5/26/1958
smithbo03,2/1/1931,Woodsville NH,USA,,,,Bob,Smith,190,,R,L,4/29/1955,9/23/1959
trimbjo01,10/12/1930,Providence RI,USA,,,,Joe,Trimble,190,73,R,R,4/29/1955,7/14/1957
hillmda01,9/14/1927,Dungannon VA,USA,,,,Dave,Hillman,168,71,R,R,4/30/1955,6/22/1962
phillbu02,2/24/1928,West Point MS,USA,6/22/1993,Hattiesburg MS,USA,Bubba,Phillips,180,69,R,R,4/30/1955,9/18/1964
wooldfl01,8/25/1928,Jerico Springs MO,USA,,,,Floyd,Wooldridge,185,73,R,R,5/1/1955,8/15/1955
ceccaar01,4/2/1930,New Haven CT,USA,,,,Art,Ceccarelli,190,72,R,L,5/3/1955,5/17/1960
daleype01,1/14/1930,Grass Valley CA,USA,,,,Pete,Daley,195,72,R,R,5/3/1955,10/1/1961
peterha01,10/17/1929,Perth Amboy NJ,USA,,,,Hardy,Peterson,205,72,R,R,5/5/1955,8/8/1959
carroto01,9/17/1936,Jamaica NY,USA,,,,Tom,Carroll,186,75,R,R,5/7/1955,6/14/1959
lopezhe01,7/9/1929,Colon ,Panama,,,,Hector,Lopez,182,71,R,R,5/12/1955,9/30/1966
edelmjo01,7/27/1935,Philadelphia PA,USA,,,,John,Edelman,185,75,R,R,6/2/1955,9/21/1955
harriga01,10/15/1931,Abingdon VA,USA,,,,Gail,Harris,195,72,L,L,6/3/1955,5/3/1960
birreba01,7/4/1929,Buffalo NY,USA,,,,Babe,Birrer,195,72,R,R,6/5/1955,9/24/1958
boyercl02,2/9/1937,Cassville MO,USA,6/4/2007,Atlanta GA,USA,Clete,Boyer,182,72,R,R,6/5/1955,5/23/1971
burbrne01,12/28/1921,Cincinnati OH,USA,4/11/2001,Largo FL,USA,Nelson,Burbrink,195,70,R,R,6/5/1955,9/21/1955
causewa01,12/26/1936,Ruston LA,USA,,,,Wayne,Causey,175,,L,R,6/5/1955,9/20/1968
schooje01,12/14/1933,Seymour MO,USA,,,,Jerry,Schoonmaker,190,71,R,R,6/11/1955,9/29/1957
silveal01,8/26/1935,San Diego CA,USA,7/24/2002,Los Angeles CA,USA,Al,Silvera,180,72,R,R,6/12/1955,5/8/1956
donosli01,9/23/1922,Havana ,Cuba,10/13/1990,Veracruz 30,Mexico,Lino,Donoso,160,71,L,L,6/18/1955,5/2/1956
eastojo01,3/4/1933,Trenton NJ,USA,7/28/2001,Princeton NJ,USA,John,Easton,185,74,R,R,6/19/1955,4/26/1959
gastato01,6/13/1932,Fall River MA,USA,9/20/1956,Riviera Beach MD,USA,Tom,Gastall,187,74,R,R,6/21/1955,9/19/1956
valdijo01,5/22/1934,Matanzas ,Cuba,,,,Jose,Valdivielso,175,73,R,R,6/21/1955,9/30/1961
nelsote01,8/7/1936,Dallas TX,USA,,,,Tex,Nelson,220,75,L,L,6/22/1955,6/14/1957
smallji01,3/8/1937,Portland OR,USA,,,,Jim,Small,180,,L,L,6/22/1955,9/27/1958
locklst01,7/22/1928,Appleton WI,USA,,,,Stu,Locklin,190,,L,L,6/23/1955,5/30/1956
koufasa01,12/30/1935,Brooklyn NY,USA,,,,Sandy,Koufax,210,74,R,L,6/24/1955,10/2/1966
martipa02,3/10/1932,Brownstown PA,USA,,,,Paul,Martin,235,78,R,R,7/2/1955,8/16/1955
brovijo01,2/18/1922,Davenport CA,USA,8/15/1994,Santa Cruz CA,USA,Joe,Brovia,195,75,L,R,7/3/1955,8/5/1955
halebo01,11/7/1933,Sarasota FL,USA,,,,Bob,Hale,195,70,L,L,7/4/1955,10/1/1961
kuhnke01,3/20/1937,Louisville KY,USA,,,,Kenny,Kuhn,175,,L,R,7/7/1955,9/29/1957
bessedo01,3/13/1931,Jacksonville FL,USA,7/7/1990,Jacksonville FL,USA,Don,Bessent,175,72,R,R,7/17/1955,9/27/1958
craigro01,2/17/1930,Durham NC,USA,,,,Roger,Craig,191,76,R,R,7/17/1955,7/10/1966
bunniji01,10/23/1931,Southgate KY,USA,,,,Jim,Bunning,195,75,R,R,7/20/1955,9/3/1971
kaisedo01,2/3/1935,Byng OK,USA,,,,Don,Kaiser,195,77,R,R,7/20/1955,9/24/1957
